"K0_number","Level2","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31"
"K02133","Haptophyte",1301,590,2196,2177,1882,1747,549,339,559,131,380,333,214
"K02134","Chlorophyte",266,122,593,493,387,413,0,0,0,0,0,0,0
"K02134","Ciliate",7,1,27,4,10,14,41,18,46,6,7,19,6
"K02134","Diatom",113,52,382,192,148,229,7,0,9,9,42,32,27
"K02134","Dinoflagellate",77,53,169,162,120,158,37,31,56,112,317,197,272
"K02134","Haptophyte",129,50,370,236,212,226,18,5,17,13,6,17,4
"K02136","Chlorophyte",551,293,1193,967,850,928,61,36,74,48,151,149,140
"K02136","Ciliate",169,77,136,249,254,233,563,298,618,8,111,52,96
"K02136","Diatom",239,146,797,376,334,547,539,407,717,86,370,273,196
"K02136","Dinoflagellate",240,135,412,388,299,327,429,258,623,438,1673,1337,1318
"K02136","Haptophyte",294,139,614,471,415,451,33,24,37,20,48,57,28
"K02137","Chlorophyte",258,152,606,464,403,415,0,0,0,0,0,0,0
"K02137","Ciliate",14,8,5,14,18,11,2,2,7,0,0,0,0
"K02137","Diatom",146,97,423,201,217,346,38,42,39,2,4,10,3
"K02137","Dinoflagellate",89,50,167,202,130,160,162,103,198,79,307,207,339
"K02137","Haptophyte",244,132,575,386,319,385,22,29,29,4,40,20,9
"K02144","Chlorophyte",149,76,132,271,201,136,0,0,0,0,0,0,0
"K02144","Ciliate",14,2,7,10,14,14,4,4,0,2,23,2,1
"K02144","Diatom",59,33,112,86,102,166,52,35,88,6,12,14,11
"K02144","Dinoflagellate",67,27,72,83,64,55,231,128,299,84,455,307,369
"K02144","Haptophyte",93,43,208,182,181,150,137,84,166,3,63,26,17
"K02145","Chlorophyte",303,177,421,597,459,374,45,35,71,22,23,31,2
"K02145","Ciliate",414,250,309,766,743,504,1365,790,1573,405,1416,1157,1084
"K02145","Diatom",357,191,625,511,420,612,852,607,1196,41,197,160,115
"K02145","Dinoflagellate",898,443,956,1407,1069,856,1585,1132,2431,558,2597,1990,2228
"K02145","Haptophyte",558,256,764,898,734,632,657,334,763,86,366,314,163
"K02146","Chlorophyte",103,40,140,184,155,124,3,2,3,22,19,15,20
"K02146","Ciliate",126,65,86,240,201,118,351,206,282,85,328,214,204
"K02146","Diatom",179,86,371,270,260,308,246,206,401,33,106,70,77
"K02146","Dinoflagellate",178,67,235,265,234,226,600,451,802,296,1074,778,935
"K02146","Haptophyte",214,109,390,418,319,346,216,97,248,39,144,126,76
"K02147","Chlorophyte",313,174,375,534,370,329,126,89,288,47,140,120,136
"K02147","Ciliate",259,135,136,379,368,284,870,605,1008,179,938,669,491
"K02147","Diatom",249,129,496,391,327,459,341,233,463,50,293,238,210
"K02147","Dinoflagellate",825,435,855,1274,994,885,1746,1259,2235,416,1473,1078,1213
"K02147","Haptophyte",508,236,666,916,781,662,753,399,804,141,385,360,240
"K02148","Chlorophyte",39,24,55,84,48,52,0,0,0,0,0,0,0
"K02148","Ciliate",0,0,0,0,0,0,78,104,114,0,0,0,0
"K02148","Diatom",85,45,193,110,90,182,30,35,62,0,0,0,0
"K02148","Dinoflagellate",72,29,62,92,77,57,154,117,265,90,358,215,554
"K02148","Haptophyte",155,88,221,243,239,181,106,86,137,8,56,56,15
"K02149","Chlorophyte",85,51,138,171,115,98,5,7,10,18,41,30,34
"K02149","Ciliate",18,6,25,18,24,25,118,54,155,19,131,57,88
"K02149","Diatom",60,32,166,114,74,142,166,133,209,13,62,43,28
"K02149","Dinoflagellate",108,56,157,186,139,143,263,149,377,187,563,391,430
"K02149","Haptophyte",150,63,269,260,238,240,122,59,119,25,73,41,56
"K02150","Chlorophyte",116,56,178,223,188,176,13,18,13,5,16,13,17
"K02150","Ciliate",46,27,17,82,61,44,17,5,7,15,118,89,77
"K02150","Diatom",108,60,274,162,125,236,169,107,230,22,80,77,60
"K02150","Dinoflagellate",187,86,231,270,222,211,471,305,676,45,309,184,298
"K02150","Haptophyte",186,98,340,338,294,257,83,44,88,15,46,72,38
"K02151","Chlorophyte",63,33,134,165,92,102,0,0,0,13,16,4,16
"K02151","Ciliate",21,8,16,17,18,20,30,11,38,6,21,30,7
"K02151","Diatom",30,24,133,84,46,83,57,66,127,1,38,24,39
"K02151","Dinoflagellate",63,29,158,133,101,126,234,257,419,23,158,128,195
"K02151","Haptophyte",52,23,136,71,82,95,0,0,0,2,17,17,19
"K02154","Chlorophyte",356,210,267,624,510,262,5,6,8,4,15,7,7
"K02154","Ciliate",167,84,88,292,240,132,1371,808,1464,159,775,495,405
"K02154","Diatom",266,147,528,413,362,420,324,217,405,20,92,32,32
"K02154","Dinoflagellate",514,272,467,753,582,437,1528,1064,2041,912,3610,2756,3273
"K02154","Haptophyte",395,181,416,646,544,345,511,312,606,56,197,173,121
"K02155","Chlorophyte",340,199,948,607,518,533,108,49,152,17,14,11,10
"K02155","Ciliate",294,146,327,566,429,405,1235,719,1518,304,1389,972,824
"K02155","Diatom",388,230,1276,603,542,779,768,549,1004,124,377,322,230
"K02155","Dinoflagellate",941,474,2426,1536,1268,1543,2341,1731,3467,920,3751,2539,2739
"K02155","Haptophyte",492,244,1226,801,692,852,427,274,528,92,385,287,194
"K02180","Chlorophyte",36,18,58,59,56,46,0,0,0,0,0,0,0
"K02180","Ciliate",0,0,0,0,0,0,17,15,31,0,0,0,0
"K02180","Diatom",8,4,21,13,14,19,5,6,9,0,0,2,8
"K02180","Dinoflagellate",5,6,10,18,12,4,19,8,34,17,87,85,111
"K02180","Haptophyte",0,0,1,3,1,0,0,2,10,0,0,0,0
"K02183","Chlorophyte",1254,712,2055,2350,1845,1797,86,40,103,37,55,75,98
"K02183","Ciliate",382,164,473,602,622,541,1748,1181,2537,296,1217,859,659
"K02183","Diatom",632,341,1911,1123,933,1582,599,528,943,48,188,134,95
"K02183","Dinoflagellate",1869,908,3567,3112,2546,2774,4973,3502,6549,2612,11034,8122,10998
"K02183","Haptophyte",2185,1032,3947,3666,3224,2968,576,473,751,68,266,220,221
"K02202","Chlorophyte",81,32,84,166,121,87,0,0,0,5,32,33,7
"K02202","Ciliate",0,0,0,0,0,0,41,32,69,0,0,0,0
"K02202","Diatom",0,0,0,1,1,2,0,0,0,0,0,0,0
"K02202","Dinoflagellate",8,0,12,7,6,9,13,6,17,11,59,33,104
"K02202","Haptophyte",2,1,1,19,6,8,0,0,0,0,0,0,0
"K02206","Chlorophyte",44,12,49,40,48,37,67,51,86,19,97,59,44
"K02206","Ciliate",20,14,43,33,51,40,184,120,125,72,234,172,146
"K02206","Diatom",30,15,40,56,45,44,0,0,0,0,0,0,0
"K02206","Dinoflagellate",144,94,159,211,164,125,387,145,386,189,674,396,643
"K02206","Haptophyte",81,36,100,143,104,106,138,118,205,106,497,488,450
"K02209","Chlorophyte",366,180,334,600,427,302,41,21,19,16,95,72,62
"K02209","Ciliate",28,8,17,48,35,22,840,489,904,25,58,64,51
"K02209","Diatom",7,1,0,11,5,6,71,43,73,4,64,52,41
"K02209","Dinoflagellate",304,196,164,467,298,159,426,230,494,390,1529,1069,1531
"K02209","Haptophyte",5,3,1,6,9,3,122,54,100,12,22,29,13
"K02210","Chlorophyte",691,360,533,1157,866,589,93,78,57,6,48,11,29
"K02210","Ciliate",53,21,29,49,61,33,1348,810,1583,27,125,180,130
"K02210","Diatom",8,1,27,8,12,12,44,62,71,0,0,0,0
"K02210","Dinoflagellate",473,238,171,762,496,180,396,284,435,134,712,560,958
"K02210","Haptophyte",40,22,16,79,53,13,127,82,113,16,20,28,38
"K02212","Chlorophyte",286,165,271,531,415,205,25,10,40,26,78,23,30
"K02212","Ciliate",8,7,3,25,19,9,684,377,670,21,136,150,121
"K02212","Diatom",26,10,40,37,33,28,98,34,111,10,42,49,21
"K02212","Dinoflagellate",404,223,228,669,420,174,349,159,385,176,858,619,850
"K02212","Haptophyte",35,25,23,54,43,22,44,29,70,7,84,77,63
"K02218","Chlorophyte",444,231,516,800,600,490,55,18,26,22,84,68,134
"K02218","Ciliate",205,123,92,341,350,196,859,487,836,90,315,245,124
"K02218","Diatom",75,43,124,140,90,110,240,158,260,10,73,51,58
"K02218","Dinoflagellate",397,203,595,636,463,466,1424,913,1671,1036,4765,3211,4385
"K02218","Haptophyte",581,299,646,1029,823,606,122,70,125,63,126,118,79
"K02219","Chlorophyte",19,10,42,28,38,30,15,22,31,0,0,0,0
"K02219","Ciliate",27,23,20,42,45,39,235,153,293,3,5,7,11
"K02219","Diatom",23,16,39,18,15,23,0,16,8,0,0,0,0
"K02219","Dinoflagellate",104,49,180,193,131,106,207,147,290,181,649,501,590
"K02219","Haptophyte",16,14,35,21,22,30,36,23,37,4,19,46,13
"K02257","Chlorophyte",37,8,48,55,37,15,0,0,0,0,0,0,0
"K02257","Ciliate",0,0,0,0,0,0,3,0,2,0,0,0,0
"K02257","Diatom",2,3,5,3,4,14,0,0,0,0,0,0,0
"K02257","Dinoflagellate",15,8,15,9,12,19,75,52,136,15,50,31,47
"K02257","Haptophyte",7,0,14,8,10,6,0,0,0,0,0,0,0
"K02259","Chlorophyte",73,32,115,135,114,81,0,0,0,0,0,0,0
"K02259","Ciliate",23,24,22,41,64,34,0,0,0,0,0,0,0
"K02259","Diatom",11,3,58,29,19,38,1,0,6,0,0,0,0
"K02259","Dinoflagellate",15,9,15,28,19,16,30,17,51,16,65,32,142
"K02259","Haptophyte",36,12,85,49,50,56,0,0,0,0,0,0,0
"K02265","Chlorophyte",88,47,242,178,115,168,0,0,0,0,0,0,0
"K02265","Ciliate",34,16,60,37,45,43,0,0,0,0,0,0,0
"K02265","Diatom",17,11,75,37,30,44,122,95,170,10,48,31,24
"K02265","Dinoflagellate",130,80,260,261,203,188,262,148,369,285,1163,910,878
"K02265","Haptophyte",27,20,96,34,34,67,0,0,0,0,0,0,0
"K02267","Chlorophyte",14,6,42,27,14,17,0,0,0,0,0,0,0
"K02267","Ciliate",0,0,0,0,0,0,3,1,2,0,0,0,0
"K02267","Diatom",62,30,186,122,85,154,7,16,19,0,0,0,0
"K02267","Dinoflagellate",39,19,92,71,54,62,0,0,0,0,0,0,0
"K02267","Haptophyte",27,14,58,54,39,41,34,18,75,0,0,0,0
"K02295","Chlorophyte",215,123,201,370,284,217,40,22,26,3,2,8,13
"K02295","Ciliate",0,0,0,4,2,2,0,0,0,0,0,0,0
"K02295","Diatom",1,0,5,2,1,6,0,0,0,8,4,14,0
"K02295","Dinoflagellate",58,31,44,95,64,50,77,50,104,2,25,12,14
"K02295","Haptophyte",5,6,5,8,10,7,2,4,4,0,0,0,0
"K02320","Chlorophyte",533,273,385,977,744,260,1,1,4,0,0,0,0
"K02320","Ciliate",5,7,4,17,7,0,1015,585,982,9,44,143,134
"K02320","Diatom",21,8,38,31,26,47,60,20,39,0,0,0,0
"K02320","Dinoflagellate",71,57,57,129,86,27,130,39,109,73,274,170,420
"K02320","Haptophyte",4,4,0,9,8,2,118,84,151,17,49,54,35
"K02321","Chlorophyte",147,91,150,326,221,152,0,0,0,0,0,0,0
"K02321","Ciliate",2,1,0,1,1,2,109,104,203,0,0,0,0
"K02321","Diatom",11,5,33,17,14,16,39,42,49,0,4,0,3
"K02321","Dinoflagellate",8,4,2,13,5,7,18,10,11,4,12,14,39
"K02321","Haptophyte",0,0,0,0,0,0,12,4,16,0,0,0,0
"K02324","Chlorophyte",496,247,324,952,648,187,21,7,11,0,0,0,0
"K02324","Ciliate",0,0,0,0,0,0,486,298,498,12,27,15,9
"K02324","Diatom",11,2,65,16,22,26,21,14,22,5,5,7,5
"K02324","Dinoflagellate",23,15,18,52,17,7,131,41,104,190,734,689,1084
"K02324","Haptophyte",7,1,0,4,8,3,44,23,36,6,14,20,18
"K02327","Chlorophyte",133,96,129,217,230,98,27,26,10,1,5,10,9
"K02327","Ciliate",0,0,0,0,0,0,1125,564,939,2,27,31,33
"K02327","Diatom",12,3,12,12,7,8,0,0,0,0,3,0,1
"K02327","Dinoflagellate",221,137,100,403,294,78,314,175,332,256,1282,907,1297
"K02327","Haptophyte",2,0,0,3,0,1,108,61,94,41,100,79,65
"K02328","Chlorophyte",81,36,59,138,106,89,0,0,0,0,0,0,0
"K02328","Ciliate",8,5,3,12,4,4,464,240,333,0,0,6,0
"K02328","Diatom",1,0,10,4,2,2,13,2,2,0,0,3,7
"K02328","Dinoflagellate",20,8,13,26,23,12,49,29,68,2,27,10,49
"K02328","Haptophyte",0,0,0,0,0,0,1,11,7,0,0,0,0
"K02355","Chlorophyte",2781,1533,3437,5098,4071,3215,95,39,82,30,76,61,31
"K02355","Ciliate",93,48,96,162,160,88,27,33,72,0,1,6,3
"K02355","Diatom",759,460,1705,1071,926,1260,634,330,949,141,508,413,472
"K02355","Dinoflagellate",240,120,213,418,299,161,265,142,332,46,157,209,276
"K02355","Haptophyte",2032,1015,2975,3584,3119,2453,42,30,49,11,57,36,29
"K02357","Chlorophyte",891,450,1159,1630,1276,1137,15,1,7,0,1,4,5
"K02357","Ciliate",3,3,3,7,8,6,0,0,0,0,0,0,0
"K02357","Diatom",264,120,628,421,357,562,197,82,259,24,158,122,100
"K02357","Dinoflagellate",34,23,48,62,55,29,0,6,6,2,15,9,28
"K02357","Haptophyte",616,278,1500,1123,871,1086,0,0,0,6,3,9,13
"K02358","Chlorophyte",349,194,705,707,554,627,223,159,333,12,74,38,47
"K02358","Ciliate",425,203,588,699,708,664,271,164,347,41,188,79,44
"K02358","Diatom",295,154,1045,577,444,708,386,283,439,102,535,257,441
"K02358","Dinoflagellate",413,214,1029,733,546,695,731,570,1151,255,1285,836,1235
"K02358","Haptophyte",814,445,886,1429,1218,1235,32,18,35,18,62,57,29
"K02377","Chlorophyte",366,198,492,561,502,487,40,24,74,0,0,3,4
"K02377","Ciliate",63,20,121,82,94,90,22,3,33,0,0,0,0
"K02377","Diatom",93,53,157,133,110,146,26,20,27,6,34,28,31
"K02377","Dinoflagellate",69,36,67,106,117,77,60,54,77,49,106,123,214
"K02377","Haptophyte",146,89,236,266,211,180,21,21,16,6,3,0,0
"K02428","Chlorophyte",3,9,6,7,6,10,0,0,0,0,0,0,15
"K02428","Ciliate",0,0,0,0,0,0,266,6,28,0,0,0,0
"K02428","Diatom",0,0,6,2,1,3,3,0,2,10,116,50,32
"K02428","Dinoflagellate",0,0,0,0,0,0,9,13,17,0,0,0,0
"K02428","Haptophyte",0,0,1,1,2,0,0,0,0,0,0,0,0
"K02433","Chlorophyte",720,348,497,1291,924,538,3,0,0,0,10,3,0
"K02433","Ciliate",1,2,3,1,6,1,45,46,46,2,27,10,21
"K02433","Diatom",0,0,0,0,0,0,5,0,7,0,0,0,0
"K02433","Dinoflagellate",28,17,22,45,32,26,12,8,15,13,35,34,57
"K02433","Haptophyte",0,2,1,1,0,0,14,15,16,0,0,0,0
"K02434","Chlorophyte",350,146,352,601,443,307,0,0,0,0,0,0,0
"K02434","Ciliate",9,5,2,7,5,4,39,19,26,23,20,20,16
"K02434","Diatom",7,1,17,2,1,6,0,0,0,0,0,0,0
"K02434","Dinoflagellate",1,0,0,2,1,5,0,0,0,3,41,16,14
"K02434","Haptophyte",3,1,1,4,0,1,0,0,0,0,0,0,0
"K02437","Chlorophyte",108,56,234,223,187,215,0,0,0,16,25,14,15
"K02437","Ciliate",0,0,0,0,0,0,11,8,4,0,2,3,8
"K02437","Diatom",72,28,156,136,91,138,23,13,28,0,0,0,0
"K02437","Dinoflagellate",170,71,430,317,234,306,171,142,198,50,272,184,412
"K02437","Haptophyte",139,78,525,246,246,284,17,6,22,5,2,6,2
"K02469","Chlorophyte",185,97,163,374,250,123,0,0,0,0,0,0,0
"K02469","Ciliate",0,0,2,2,7,3,24,25,14,0,0,0,0
"K02469","Diatom",13,14,58,30,18,49,199,130,384,53,307,150,170
"K02469","Dinoflagellate",0,0,0,0,0,0,5,3,2,0,5,3,6
"K02469","Haptophyte",7,4,11,12,3,6,0,0,0,0,0,0,0
"K02470","Chlorophyte",287,152,279,501,410,254,0,0,0,0,0,0,0
"K02470","Ciliate",47,39,49,85,99,70,4,0,0,0,15,6,19
"K02470","Diatom",15,8,113,36,41,74,42,36,52,33,236,75,115
"K02470","Dinoflagellate",11,8,2,28,21,5,31,19,58,2,6,3,7
"K02470","Haptophyte",19,8,27,24,38,17,0,0,0,0,0,0,0
"K02516","Chlorophyte",25,19,22,43,51,33,74,35,61,2,34,24,20
"K02516","Ciliate",3,0,0,7,1,11,65,36,27,0,0,0,0
"K02516","Diatom",2,0,7,7,5,16,3,1,1,0,3,4,0
"K02516","Dinoflagellate",30,20,26,55,32,22,148,90,161,93,479,398,503
"K02516","Haptophyte",1,1,0,1,2,3,15,0,3,0,0,0,0
"K02519","Chlorophyte",589,323,434,1152,900,553,17,29,27,10,10,5,2
"K02519","Ciliate",4,1,13,6,15,3,0,0,0,0,6,1,1
"K02519","Diatom",270,139,767,520,416,620,104,85,156,66,285,141,134
"K02519","Dinoflagellate",2,0,1,9,5,3,28,20,17,3,11,1,5
"K02519","Haptophyte",159,66,214,284,238,143,0,0,0,0,0,0,0
"K02520","Chlorophyte",254,131,227,484,345,257,0,0,0,0,0,0,0
"K02520","Ciliate",0,0,0,0,0,0,114,76,87,0,0,0,0
"K02520","Diatom",104,56,345,182,182,293,13,20,30,34,435,120,135
"K02520","Dinoflagellate",0,0,0,4,0,4,0,0,0,1,14,8,7
"K02520","Haptophyte",103,41,175,129,125,135,0,0,0,0,7,4,0
"K02540","Chlorophyte",298,190,203,623,475,258,55,62,394,0,14,7,13
"K02540","Ciliate",26,11,3,25,20,12,1042,657,1049,44,128,158,136
"K02540","Diatom",29,23,31,50,44,26,249,115,218,6,35,18,24
"K02540","Dinoflagellate",377,204,189,567,413,180,355,238,410,189,1012,591,1211
"K02540","Haptophyte",0,0,0,0,0,0,96,72,92,6,26,25,27
"K02541","Chlorophyte",784,407,465,1297,988,566,206,114,224,277,916,810,1075
"K02541","Ciliate",18,10,21,37,31,25,1294,892,1484,27,167,168,151
"K02541","Diatom",114,55,122,173,145,135,212,130,256,50,190,207,186
"K02541","Dinoflagellate",359,181,245,544,344,181,448,319,567,394,1375,1037,1629
"K02541","Haptophyte",0,1,8,10,3,2,152,86,175,10,32,34,34
"K02542","Chlorophyte",476,205,313,709,582,407,0,11,0,0,10,4,0
"K02542","Ciliate",13,3,3,16,11,4,1331,729,1283,17,145,140,118
"K02542","Diatom",67,32,54,77,74,38,176,85,155,15,57,18,23
"K02542","Dinoflagellate",314,167,158,526,334,130,174,100,195,151,924,631,611
"K02542","Haptophyte",3,1,0,8,2,0,88,73,73,0,16,18,25
"K02575","Chlorophyte",371,223,697,745,628,598,93,63,129,11,36,34,14
"K02575","Ciliate",0,0,0,0,0,0,8,6,30,0,0,0,0
"K02575","Diatom",135,87,258,281,210,207,228,91,304,22,122,66,49
"K02575","Dinoflagellate",1257,656,1269,1936,1489,1000,116,35,116,920,4307,3057,3501
"K02575","Haptophyte",767,359,901,1159,988,671,7,4,9,0,6,5,6
"K02599","Chlorophyte",43,28,32,62,54,32,7,13,27,3,7,11,0
"K02599","Ciliate",1,0,16,3,7,7,15,18,28,0,0,0,0
"K02599","Diatom",292,155,271,403,307,216,277,156,193,57,337,198,189
"K02599","Dinoflagellate",236,98,235,315,257,141,987,645,1106,293,1414,1212,1564
"K02599","Haptophyte",15,7,12,28,19,8,48,44,55,8,39,49,24
"K02601","Chlorophyte",1,0,3,1,2,5,0,0,0,0,0,0,0
"K02601","Ciliate",0,2,17,6,3,7,2,0,4,0,0,0,0
"K02601","Diatom",8,4,66,15,16,35,0,0,0,0,0,0,0
"K02601","Dinoflagellate",2,2,0,1,0,3,0,0,0,0,0,0,0
"K02601","Haptophyte",9,3,9,20,17,11,0,0,0,0,0,0,0
"K02603","Chlorophyte",68,38,52,127,82,45,0,0,0,0,0,0,0
"K02603","Ciliate",0,0,0,0,0,0,0,0,0,0,0,8,12
"K02603","Diatom",0,0,0,1,1,1,5,0,0,0,0,0,0
"K02603","Dinoflagellate",11,5,9,18,9,8,33,44,47,39,258,116,266
"K02603","Haptophyte",0,0,0,0,0,0,0,7,0,0,0,0,0
"K02639","Chlorophyte",1270,659,3290,2416,2055,2443,82,42,70,0,0,0,0
"K02639","Ciliate",0,1,16,9,6,6,0,0,0,0,0,0,0
"K02639","Diatom",32,21,137,81,45,87,28,15,62,0,12,15,1
"K02639","Dinoflagellate",388,242,791,682,662,716,50,26,71,0,9,0,5
"K02639","Haptophyte",1694,887,6234,3011,2720,3934,20,19,67,4,49,27,30
"K02641","Chlorophyte",1119,641,2150,2095,1757,1927,121,35,120,15,44,23,6
"K02641","Ciliate",8,10,13,22,18,13,0,0,0,0,0,0,0
"K02641","Diatom",1399,802,3373,2083,1732,2432,678,381,963,74,697,572,339
"K02641","Dinoflagellate",915,500,1279,1630,1309,1265,17,17,52,0,0,4,6
"K02641","Haptophyte",3040,1495,5962,5318,4588,4820,83,64,138,14,22,12,26
"K02677","Chlorophyte",2,0,0,8,6,3,0,0,0,0,0,0,0
"K02677","Ciliate",3,0,1,1,7,3,6,5,10,0,2,13,40
"K02677","Diatom",0,0,0,0,0,0,0,0,0,2,3,2,6
"K02677","Dinoflagellate",3,1,2,3,2,2,3,8,2,29,194,139,265
"K02677","Haptophyte",1,1,1,6,3,4,3,3,3,0,0,0,0
"K02684","Chlorophyte",376,220,309,579,546,326,1,0,5,8,27,9,15
"K02684","Ciliate",6,0,1,15,6,4,350,206,375,3,6,13,23
"K02684","Diatom",7,5,27,14,13,30,24,18,47,1,28,18,23
"K02684","Dinoflagellate",89,37,64,115,85,52,73,49,69,207,685,571,660
"K02684","Haptophyte",2,0,1,4,2,4,37,18,32,6,21,15,2
"K02685","Chlorophyte",142,78,137,296,226,142,0,0,0,0,0,0,0
"K02685","Ciliate",1,0,2,3,6,1,387,165,296,5,6,26,47
"K02685","Diatom",10,3,4,10,8,7,4,0,5,0,5,0,6
"K02685","Dinoflagellate",30,12,19,27,22,9,61,12,57,68,182,133,325
"K02685","Haptophyte",0,0,0,0,0,0,43,14,36,2,17,16,10
"K02692","Chlorophyte",374,207,923,665,565,721,43,30,45,8,17,13,8
"K02692","Ciliate",152,51,173,243,163,166,0,0,0,0,0,0,0
"K02692","Diatom",19,15,123,43,35,66,0,0,0,0,0,0,0
"K02692","Dinoflagellate",259,123,420,400,304,310,6,2,2,0,0,0,0
"K02692","Haptophyte",14,8,68,17,15,36,0,0,0,0,0,0,0
"K02716","Chlorophyte",875,482,1889,1636,1526,1691,91,81,125,2,36,25,30
"K02716","Ciliate",209,109,300,410,391,324,0,0,0,0,0,0,0
"K02716","Diatom",1323,825,2832,2132,1915,2598,166,142,281,9,26,48,54
"K02716","Dinoflagellate",761,368,1260,1317,1163,1123,14,2,20,2,3,9,20
"K02716","Haptophyte",2556,1350,5201,4635,3976,3967,62,80,76,15,104,52,37
"K02725","Chlorophyte",127,74,183,227,194,205,8,12,14,0,0,0,0
"K02725","Ciliate",71,29,55,108,127,88,159,98,146,7,68,38,93
"K02725","Diatom",109,56,377,187,157,242,13,13,22,5,59,24,75
"K02725","Dinoflagellate",138,88,171,237,149,165,237,172,321,186,826,563,621
"K02725","Haptophyte",175,104,360,334,295,266,28,33,33,13,32,19,25
"K02726","Chlorophyte",66,27,166,153,111,110,73,21,45,2,15,12,34
"K02726","Ciliate",39,21,28,74,66,69,78,39,52,19,95,48,54
"K02726","Diatom",81,54,295,150,162,201,27,22,49,0,10,2,4
"K02726","Dinoflagellate",137,77,231,230,175,226,304,200,344,282,1123,817,966
"K02726","Haptophyte",204,116,472,362,311,351,41,23,69,10,46,52,23
"K02727","Chlorophyte",222,99,297,350,278,297,32,12,24,4,2,2,0
"K02727","Ciliate",38,28,51,82,74,58,72,85,130,0,42,61,50
"K02727","Diatom",126,72,296,202,192,224,10,17,21,41,119,74,98
"K02727","Dinoflagellate",85,41,143,129,115,96,159,137,271,235,848,698,849
"K02727","Haptophyte",189,102,375,343,276,273,5,3,3,8,38,18,16
"K02728","Chlorophyte",93,44,160,192,130,164,6,7,7,7,61,66,37
"K02728","Ciliate",47,18,55,67,76,66,233,113,282,4,14,8,19
"K02728","Diatom",106,72,224,155,133,193,15,7,27,4,7,6,7
"K02728","Dinoflagellate",142,81,202,214,218,185,249,169,309,100,390,298,319
"K02728","Haptophyte",243,119,464,434,392,377,50,59,107,7,45,31,27
"K02729","Chlorophyte",146,96,249,273,247,174,46,24,68,0,0,0,0
"K02729","Ciliate",52,29,56,97,110,75,169,121,222,7,29,20,9
"K02729","Diatom",65,46,247,133,115,172,8,18,15,6,24,16,24
"K02729","Dinoflagellate",147,85,272,287,226,211,190,116,285,124,550,443,409
"K02729","Haptophyte",161,106,377,295,318,279,72,59,60,85,387,239,325
"K02730","Chlorophyte",130,53,232,220,173,151,29,20,29,0,0,5,0
"K02730","Ciliate",33,19,44,67,60,76,33,23,67,0,10,17,11
"K02730","Diatom",66,49,206,106,116,159,37,23,64,4,6,5,1
"K02730","Dinoflagellate",89,41,164,165,122,111,274,131,350,141,626,388,555
"K02730","Haptophyte",275,140,468,444,385,357,38,34,44,94,526,392,402
"K02731","Chlorophyte",257,139,377,455,398,385,60,43,51,17,86,77,58
"K02731","Ciliate",23,12,31,36,20,27,52,34,78,5,59,71,66
"K02731","Diatom",76,47,205,155,119,157,46,43,46,7,17,21,0
"K02731","Dinoflagellate",111,47,133,172,148,138,211,195,285,128,571,378,390
"K02731","Haptophyte",172,114,449,455,338,372,90,55,78,16,36,49,18
"K02732","Chlorophyte",157,84,315,300,251,221,0,4,7,9,25,14,6
"K02732","Ciliate",65,30,49,100,91,71,264,171,256,16,146,123,72
"K02732","Diatom",112,45,338,198,189,265,27,15,15,3,21,17,0
"K02732","Dinoflagellate",122,66,164,192,135,178,219,137,322,114,573,406,533
"K02732","Haptophyte",224,91,403,396,315,316,33,25,39,41,188,152,121
"K02734","Chlorophyte",163,123,326,384,256,289,0,0,0,0,0,0,0
"K02734","Ciliate",24,11,10,50,36,33,195,175,157,18,93,56,46
"K02734","Diatom",82,40,258,130,111,215,11,3,6,0,14,6,7
"K02734","Dinoflagellate",71,46,241,150,128,144,126,83,189,84,371,238,423
"K02734","Haptophyte",363,184,836,686,528,779,11,4,4,3,20,12,5
"K02735","Chlorophyte",110,54,217,210,136,153,5,1,2,0,0,0,0
"K02735","Ciliate",45,22,32,59,68,54,301,243,361,13,36,14,62
"K02735","Diatom",59,44,198,105,90,126,0,0,4,0,0,0,0
"K02735","Dinoflagellate",85,54,185,160,144,168,113,98,146,176,839,597,880
"K02735","Haptophyte",174,75,488,283,287,248,29,14,66,6,19,13,13
"K02736","Chlorophyte",234,114,359,439,383,286,2,2,0,0,0,0,0
"K02736","Ciliate",17,7,25,24,26,38,149,87,166,14,58,48,40
"K02736","Diatom",105,66,294,173,143,227,75,54,78,0,50,29,30
"K02736","Dinoflagellate",85,50,109,136,103,120,129,82,170,108,383,257,482
"K02736","Haptophyte",154,98,345,293,253,253,38,14,37,3,33,20,8
"K02737","Chlorophyte",291,138,382,538,353,366,42,26,65,11,72,25,41
"K02737","Ciliate",38,19,45,66,76,67,375,216,432,10,59,71,69
"K02737","Diatom",79,50,289,159,170,200,84,60,185,14,41,25,12
"K02737","Dinoflagellate",138,71,256,264,191,194,315,234,479,288,1032,777,907
"K02737","Haptophyte",244,181,497,424,381,420,79,37,87,9,14,19,8
"K02738","Chlorophyte",186,85,264,303,232,234,0,0,0,0,0,4,0
"K02738","Ciliate",42,24,41,80,73,54,397,243,334,2,17,22,18
